table_no,no,kabupaten,metric,value
41,13.0,KAB. PROBOLINGGO,p,87.78873917
41,13.0,KAB. PROBOLINGGO,l_+_p_jumlah,15207
41,13.0,KAB. PROBOLINGGO,l_+_p,89.30060485
41,13.0,KAB. PROBOLINGGO,l_jumlah,7632.0
41,13.0,KAB. PROBOLINGGO,l,87.55305724
41,13.0,KAB. PROBOLINGGO,p_jumlah,7022.0
41,13.0,KAB. PROBOLINGGO,p,84.48026949
41,13.0,KAB. PROBOLINGGO,l_+_p_jumlah,14654
41,13.0,KAB. PROBOLINGGO,l_+_p,86.05320336
41,13.0,KAB. PROBOLINGGO,l_jumlah,7788.0
41,13.0,KAB. PROBOLINGGO,l,91.06641721
41,13.0,KAB. PROBOLINGGO,p_jumlah,7514.0
41,13.0,KAB. PROBOLINGGO,p,85.5808656
41,13.0,KAB. PROBOLINGGO,l_+_p_jumlah,15302
41,13.0,KAB. PROBOLINGGO,l_+_p,88.28756058
41,14.0,KAB. PASURUAN,col_2,33
41,14.0,KAB. PASURUAN,l,11484.0
41,14.0,KAB. PASURUAN,p,11484.0
41,14.0,KAB. PASURUAN,l+p,22968
41,14.0,KAB. PASURUAN,l,11524.0
41,14.0,KAB. PASURUAN,p,11098.0
41,14.0,KAB. PASURUAN,l+p,22622
41,14.0,KAB. PASURUAN,l_jumlah,11171.0
41,14.0,KAB. PASURUAN,l,97.27446883
41,14.0,KAB. PASURUAN,p_jumlah,10841.0
41,14.0,KAB. PASURUAN,p,94.40090561
41,14.0,KAB. PASURUAN,l_+_p_jumlah,22012
41,14.0,KAB. PASURUAN,l_+_p,95.83768722
41,14.0,KAB. PASURUAN,l_jumlah,11231.0
41,14.0,KAB. PASURUAN,l,97.79693487
41,14.0,KAB. PASURUAN,p_jumlah,10784.0
41,14.0,KAB. PASURUAN,p,93.90456287
41,14.0,KAB. PASURUAN,l_+_p_jumlah,22015
41,14.0,KAB. PASURUAN,l_+_p,95.85074887
41,14.0,KAB. PASURUAN,l_jumlah,10974.0
41,14.0,KAB. PASURUAN,l,95.22735161
41,14.0,KAB. PASURUAN,p_jumlah,10462.0
41,14.0,KAB. PASURUAN,p,94.2692377
41,14.0,KAB. PASURUAN,l_+_p_jumlah,21436
41,14.0,KAB. PASURUAN,l_+_p,94.75731589
41,14.0,KAB. PASURUAN,l_jumlah,10417.0
41,14.0,KAB. PASURUAN,l,90.39396043
41,14.0,KAB. PASURUAN,p_jumlah,10388.0
41,14.0,KAB. PASURUAN,p,93.60245089
41,14.0,KAB. PASURUAN,l_+_p_jumlah,20805
41,14.0,KAB. PASURUAN,l_+_p,91.96799576
41,14.0,KAB. PASURUAN,l_jumlah,10915.0
41,14.0,KAB. PASURUAN,l,95.04528039
41,14.0,KAB. PASURUAN,p_jumlah,10791.0
41,14.0,KAB. PASURUAN,p,93.96551724
41,14.0,KAB. PASURUAN,l_+_p_jumlah,21706
41,14.0,KAB. PASURUAN,l_+_p,94.50539882
41,15.0,KAB. SIDOARJO,col_2,31
41,15.0,KAB. SIDOARJO,l,14648.0
41,15.0,KAB. SIDOARJO,p,14528.0
41,15.0,KAB. SIDOARJO,l+p,29176
41,15.0,KAB. SIDOARJO,l,14681.0
41,15.0,KAB. SIDOARJO,p,14166.0
41,15.0,KAB. SIDOARJO,l+p,28847
41,15.0,KAB. SIDOARJO,l_jumlah,15290.0
41,15.0,KAB. SIDOARJO,l,104.3828509
41,15.0,KAB. SIDOARJO,p_jumlah,15183.0
41,15.0,KAB. SIDOARJO,p,104.5085352
41,15.0,KAB. SIDOARJO,l_+_p_jumlah,30473
41,15.0,KAB. SIDOARJO,l_+_p,104.4454346
41,15.0,KAB. SIDOARJO,l_jumlah,15145.0
41,15.0,KAB. SIDOARJO,l,103.3929547
41,15.0,KAB. SIDOARJO,p_jumlah,14932.0
41,15.0,KAB. SIDOARJO,p,102.780837
41,15.0,KAB. SIDOARJO,l_+_p_jumlah,30077
41,15.0,KAB. SIDOARJO,l_+_p,103.0881546
41,15.0,KAB. SIDOARJO,l_jumlah,15087.0
41,15.0,KAB. SIDOARJO,l,102.7654792
41,15.0,KAB. SIDOARJO,p_jumlah,14817.0
41,15.0,KAB. SIDOARJO,p,104.5955104
41,15.0,KAB. SIDOARJO,l_+_p_jumlah,29904
41,15.0,KAB. SIDOARJO,l_+_p,103.6641592
41,15.0,KAB. SIDOARJO,l_jumlah,15102.0
41,15.0,KAB. SIDOARJO,l,102.8676521
41,15.0,KAB. SIDOARJO,p_jumlah,14756.0
41,15.0,KAB. SIDOARJO,p,104.1649019
41,15.0,KAB. SIDOARJO,l_+_p_jumlah,29858
41,15.0,KAB. SIDOARJO,l_+_p,103.5046972
41,15.0,KAB. SIDOARJO,l_jumlah,15145.0
41,15.0,KAB. SIDOARJO,l,103.3929547
41,15.0,KAB. SIDOARJO,p_jumlah,15015.0
41,15.0,KAB. SIDOARJO,p,103.3521476
41,15.0,KAB. SIDOARJO,l_+_p_jumlah,30160
41,15.0,KAB. SIDOARJO,l_+_p,103.372635
41,16.0,KAB. MOJOKERTO,col_2,27
41,16.0,KAB. MOJOKERTO,l,7952.0
41,16.0,KAB. MOJOKERTO,p,7874.0
41,16.0,KAB. MOJOKERTO,l+p,15826
41,16.0,KAB. MOJOKERTO,l,7955.0
41,16.0,KAB. MOJOKERTO,p,7654.0
41,16.0,KAB. MOJOKERTO,l+p,15609
41,16.0,KAB. MOJOKERTO,l_jumlah,6972.0
41,16.0,KAB. MOJOKERTO,l,87.67605634
41,16.0,KAB. MOJOKERTO,p_jumlah,6463.0
41,16.0,KAB. MOJOKERTO,p,82.08026416
41,16.0,KAB. MOJOKERTO,l_+_p_jumlah,13435
41,16.0,KAB. MOJOKERTO,l_+_p,84.89194996
41,16.0,KAB. MOJOKERTO,l_jumlah,7177.0
41,16.0,KAB. MOJOKERTO,l,90.25402414
41,16.0,KAB. MOJOKERTO,p_jumlah,6763.0
41,16.0,KAB. MOJOKERTO,p,85.89027178
41,16.0,KAB. MOJOKERTO,l_+_p_jumlah,13940
41,16.0,KAB. MOJOKERTO,l_+_p,88.08290155
41,16.0,KAB. MOJOKERTO,l_jumlah,7357.0
41,16.0,KAB. MOJOKERTO,l,92.48271527
41,16.0,KAB. MOJOKERTO,p_jumlah,6861.0
41,16.0,KAB. MOJOKERTO,p,89.63940423
41,16.0,KAB. MOJOKERTO,l_+_p_jumlah,14218
41,16.0,KAB. MOJOKERTO,l_+_p,91.0884746
41,16.0,KAB. MOJOKERTO,l_jumlah,7068.0
41,16.0,KAB. MOJOKERTO,l,88.84978001
41,16.0,KAB. MOJOKERTO,p_jumlah,6614.0
41,16.0,KAB. MOJOKERTO,p,86.41233342
41,16.0,KAB. MOJOKERTO,l_+_p_jumlah,13682
41,16.0,KAB. MOJOKERTO,l_+_p,87.65455827
41,16.0,KAB. MOJOKERTO,l_jumlah,7217.0
41,16.0,KAB. MOJOKERTO,l,90.75704225
41,16.0,KAB. MOJOKERTO,p_jumlah,6809.0
41,16.0,KAB. MOJOKERTO,p,86.47447295
41,16.0,KAB. MOJOKERTO,l_+_p_jumlah,14026
41,16.0,KAB. MOJOKERTO,l_+_p,88.62631113
41,17.0,KAB. JOMBANG,col_2,34
41,17.0,KAB. JOMBANG,l,10155.0
41,17.0,KAB. JOMBANG,p,10002.0
41,17.0,KAB. JOMBANG,l+p,20157
41,17.0,KAB. JOMBANG,l,10091.0
41,17.0,KAB. JOMBANG,p,9764.0
41,17.0,KAB. JOMBANG,l+p,19855
41,17.0,KAB. JOMBANG,l_jumlah,7314.0
41,17.0,KAB. JOMBANG,l,72.02363368
41,17.0,KAB. JOMBANG,p_jumlah,6891.0
41,17.0,KAB. JOMBANG,p,68.89622076
41,17.0,KAB. JOMBANG,l_+_p_jumlah,14205
41,17.0,KAB. JOMBANG,l_+_p,70.4717964
41,17.0,KAB. JOMBANG,l_jumlah,7242.0
41,17.0,KAB. JOMBANG,l,71.31462334
41,17.0,KAB. JOMBANG,p_jumlah,6828.0
41,17.0,KAB. JOMBANG,p,68.26634673
41,17.0,KAB. JOMBANG,l_+_p_jumlah,14070
41,17.0,KAB. JOMBANG,l_+_p,69.80205388
41,17.0,KAB. JOMBANG,l_jumlah,7253.0
41,17.0,KAB. JOMBANG,l,71.87592905
41,17.0,KAB. JOMBANG,p_jumlah,6977.0
41,17.0,KAB. JOMBANG,p,71.45637034
41,17.0,KAB. JOMBANG,l_+_p_jumlah,14230
41,17.0,KAB. JOMBANG,l_+_p,71.66960463
41,17.0,KAB. JOMBANG,l_jumlah,7136.0
41,17.0,KAB. JOMBANG,l,70.71648003
41,17.0,KAB. JOMBANG,p_jumlah,6876.0
41,17.0,KAB. JOMBANG,p,70.42195821
41,17.0,KAB. JOMBANG,l_+_p_jumlah,14012
41,17.0,KAB. JOMBANG,l_+_p,70.57164442
41,17.0,KAB. JOMBANG,l_jumlah,7200.0
41,17.0,KAB. JOMBANG,l,70.90103397
41,17.0,KAB. JOMBANG,p_jumlah,6844.0
41,17.0,KAB. JOMBANG,p,68.42631474
41,17.0,KAB. JOMBANG,l_+_p_jumlah,14044
41,17.0,KAB. JOMBANG,l_+_p,69.67306643
41,18.0,KAB. NGANJUK,col_2,20
41,18.0,KAB. NGANJUK,l,7812.0
41,18.0,KAB. NGANJUK,p,7742.0
41,18.0,KAB. NGANJUK,l+p,15554
41,18.0,KAB. NGANJUK,l,7804.0
41,18.0,KAB. NGANJUK,p,7517.0
41,18.0,KAB. NGANJUK,l+p,15321
41,18.0,KAB. NGANJUK,l_jumlah,5242.0
41,18.0,KAB. NGANJUK,l,67.10189452
41,18.0,KAB. NGANJUK,p_jumlah,4907.0
41,18.0,KAB. NGANJUK,p,63.38155515
41,18.0,KAB. NGANJUK,l_+_p_jumlah,10149
41,18.0,KAB. NGANJUK,l_+_p,65.25009644
41,18.0,KAB. NGANJUK,l_jumlah,5346.0
41,18.0,KAB. NGANJUK,l,68.43317972
41,18.0,KAB. NGANJUK,p_jumlah,5012.0
41,18.0,KAB. NGANJUK,p,64.73779385
41,18.0,KAB. NGANJUK,l_+_p_jumlah,10358
41,18.0,KAB. NGANJUK,l_+_p,66.59380224
41,18.0,KAB. NGANJUK,l_jumlah,5314.0
41,18.0,KAB. NGANJUK,l,68.09328549
41,18.0,KAB. NGANJUK,p_jumlah,5048.0
41,18.0,KAB. NGANJUK,p,67.15444991
41,18.0,KAB. NGANJUK,l_+_p_jumlah,10362
41,18.0,KAB. NGANJUK,l_+_p,67.63266105
41,18.0,KAB. NGANJUK,l_jumlah,5199.0
41,18.0,KAB. NGANJUK,l,66.61968221
41,18.0,KAB. NGANJUK,p_jumlah,4904.0
41,18.0,KAB. NGANJUK,p,65.23879207
41,18.0,KAB. NGANJUK,l_+_p_jumlah,10103
41,18.0,KAB. NGANJUK,l_+_p,65.94217088
41,18.0,KAB. NGANJUK,l_jumlah,5324.0
41,18.0,KAB. NGANJUK,l,68.1515617
41,18.0,KAB. NGANJUK,p_jumlah,5009.0
41,18.0,KAB. NGANJUK,p,64.69904417
41,18.0,KAB. NGANJUK,l_+_p_jumlah,10333
41,18.0,KAB. NGANJUK,l_+_p,66.43307188
41,19.0,KAB. MADIUN,col_2,26
41,19.0,KAB. MADIUN,l,4741.0
41,19.0,KAB. MADIUN,p,4848.0
41,19.0,KAB. MADIUN,l+p,9589
41,19.0,KAB. MADIUN,l,4854.0
41,19.0,KAB. MADIUN,p,4597.0
41,19.0,KAB. MADIUN,l+p,9451
41,19.0,KAB. MADIUN,l_jumlah,3142.0
41,19.0,KAB. MADIUN,l,66.2729382
41,19.0,KAB. MADIUN,p_jumlah,2845.0
41,19.0,KAB. MADIUN,p,58.6839934
41,19.0,KAB. MADIUN,l_+_p_jumlah,5987
41,19.0,KAB. MADIUN,l_+_p,62.43612473
41,19.0,KAB. MADIUN,l_jumlah,3110.0
41,19.0,KAB. MADIUN,l,65.59797511
41,19.0,KAB. MADIUN,p_jumlah,2864.0
41,19.0,KAB. MADIUN,p,59.07590759
41,19.0,KAB. MADIUN,l_+_p_jumlah,5974
41,19.0,KAB. MADIUN,l_+_p,62.30055272
41,19.0,KAB. MADIUN,l_jumlah,3210.0
41,19.0,KAB. MADIUN,l,66.13102596
41,19.0,KAB. MADIUN,p_jumlah,3016.0
41,19.0,KAB. MADIUN,p,65.60800522
41,19.0,KAB. MADIUN,l_+_p_jumlah,6226
41,19.0,KAB. MADIUN,l_+_p,65.87662681
41,19.0,KAB. MADIUN,l_jumlah,3080.0
41,19.0,KAB. MADIUN,l,63.45282241
41,19.0,KAB. MADIUN,p_jumlah,2974.0
41,19.0,KAB. MADIUN,p,64.69436589
41,19.0,KAB. MADIUN,l_+_p_jumlah,6054
41,19.0,KAB. MADIUN,l_+_p,64.05671358
41,19.0,KAB. MADIUN,l_jumlah,3125.0
41,19.0,KAB. MADIUN,l,65.91436406
41,19.0,KAB. MADIUN,p_jumlah,2891.0
41,19.0,KAB. MADIUN,p,59.63283828
41,19.0,KAB. MADIUN,l_+_p_jumlah,6016
41,19.0,KAB. MADIUN,l_+_p,62.73855459
41,20.0,KAB. MAGETAN,col_2,22
41,20.0,KAB. MAGETAN,l,4291.0
41,20.0,KAB. MAGETAN,p,4436.0
41,20.0,KAB. MAGETAN,l+p,8727
41,20.0,KAB. MAGETAN,l,4409.0
41,20.0,KAB. MAGETAN,p,4213.0
41,20.0,KAB. MAGETAN,l+p,8622
41,20.0,KAB. MAGETAN,l_jumlah,2888.0
41,20.0,KAB. MAGETAN,l,67.30365882
41,20.0,KAB. MAGETAN,p_jumlah,2582.0
41,20.0,KAB. MAGETAN,p,58.20559062
41,20.0,KAB. MAGETAN,l_+_p_jumlah,5470
41,20.0,KAB. MAGETAN,l_+_p,62.67904205
41,20.0,KAB. MAGETAN,l_jumlah,2765.0
41,20.0,KAB. MAGETAN,l,64.43719413
41,20.0,KAB. MAGETAN,p_jumlah,2469.0
41,20.0,KAB. MAGETAN,p,55.65825068
41,20.0,KAB. MAGETAN,l_+_p_jumlah,5234
41,20.0,KAB. MAGETAN,l_+_p,59.97479088
41,20.0,KAB. MAGETAN,l_jumlah,2854.0
41,20.0,KAB. MAGETAN,l,64.73123157
41,20.0,KAB. MAGETAN,p_jumlah,2518.0
41,20.0,KAB. MAGETAN,p,59.76738666
41,20.0,KAB. MAGETAN,l_+_p_jumlah,5372
41,20.0,KAB. MAGETAN,l_+_p,62.30572953
41,20.0,KAB. MAGETAN,l_jumlah,2785.0
41,20.0,KAB. MAGETAN,l,63.16625085
41,20.0,KAB. MAGETAN,p_jumlah,2502.0
41,20.0,KAB. MAGETAN,p,59.38760978
41,20.0,KAB. MAGETAN,l_+_p_jumlah,5287
41,20.0,KAB. MAGETAN,l_+_p,61.31987938
41,20.0,KAB. MAGETAN,l_jumlah,2752.0
41,20.0,KAB. MAGETAN,l,64.13423444
41,20.0,KAB. MAGETAN,p_jumlah,2470.0
41,20.0,KAB. MAGETAN,p,55.68079351
41,20.0,KAB. MAGETAN,l_+_p_jumlah,5222
41,20.0,KAB. MAGETAN,l_+_p,59.83728658
41,21.0,KAB. NGAWI,col_2,24
41,21.0,KAB. NGAWI,l,5492.0
41,21.0,KAB. NGAWI,p,5605.0
41,21.0,KAB. NGAWI,l+p,11097
41,21.0,KAB. NGAWI,l,5584.0
41,21.0,KAB. NGAWI,p,5373.0
41,21.0,KAB. NGAWI,l+p,10957
41,21.0,KAB. NGAWI,l_jumlah,3665.0
41,21.0,KAB. NGAWI,l,66.73343044
41,21.0,KAB. NGAWI,p_jumlah,3478.0
41,21.0,KAB. NGAWI,p,62.05173952
41,21.0,KAB. NGAWI,l_+_p_jumlah,7143
41,21.0,KAB. NGAWI,l_+_p,64.36874831
41,21.0,KAB. NGAWI,l_jumlah,3812.0
41,21.0,KAB. NGAWI,l,69.41005098
41,21.0,KAB. NGAWI,p_jumlah,3611.0
41,21.0,KAB. NGAWI,p,64.42462087
41,21.0,KAB. NGAWI,l_+_p_jumlah,7423
41,21.0,KAB. NGAWI,l_+_p,66.89195278
41,21.0,KAB. NGAWI,l_jumlah,4000.0
41,21.0,KAB. NGAWI,l,71.63323782
41,21.0,KAB. NGAWI,p_jumlah,3816.0
41,21.0,KAB. NGAWI,p,71.02177554
41,21.0,KAB. NGAWI,l_+_p_jumlah,7816
41,21.0,KAB. NGAWI,l_+_p,71.33339418
41,21.0,KAB. NGAWI,l_jumlah,3763.0
41,21.0,KAB. NGAWI,l,67.38896848
41,21.0,KAB. NGAWI,p_jumlah,3600.0
41,21.0,KAB. NGAWI,p,67.00167504
41,21.0,KAB. NGAWI,l_+_p_jumlah,7363
41,21.0,KAB. NGAWI,l_+_p,67.19905084
41,21.0,KAB. NGAWI,l_jumlah,3774.0
41,21.0,KAB. NGAWI,l,68.71813547
41,21.0,KAB. NGAWI,p_jumlah,3615.0
41,21.0,KAB. NGAWI,p,64.49598573
41,21.0,KAB. NGAWI,l_+_p_jumlah,7389
41,21.0,KAB. NGAWI,l_+_p,66.58556367
41,22.0,KAB. BOJONEGORO,col_2,35
41,22.0,KAB. BOJONEGORO,l,8135.0
41,22.0,KAB. BOJONEGORO,p,8094.0
41,22.0,KAB. BOJONEGORO,l+p,16229
41,22.0,KAB. BOJONEGORO,l,8154.0
41,22.0,KAB. BOJONEGORO,p,7851.0
41,22.0,KAB. BOJONEGORO,l+p,16005
41,22.0,KAB. BOJONEGORO,l_jumlah,6537.0
41,22.0,KAB. BOJONEGORO,l,80.35648433
41,22.0,KAB. BOJONEGORO,p_jumlah,6228.0
41,22.0,KAB. BOJONEGORO,p,76.94588584
41,22.0,KAB. BOJONEGORO,l_+_p_jumlah,12765
41,22.0,KAB. BOJONEGORO,l_+_p,78.65549325
41,22.0,KAB. BOJONEGORO,l_jumlah,6550.0
41,22.0,KAB. BOJONEGORO,l,80.51628765
41,22.0,KAB. BOJONEGORO,p_jumlah,6209.0
41,22.0,KAB. BOJONEGORO,p,76.71114406
41,22.0,KAB. BOJONEGORO,l_+_p_jumlah,12759
41,22.0,KAB. BOJONEGORO,l_+_p,78.6185224
41,22.0,KAB. BOJONEGORO,l_jumlah,6641.0
41,22.0,KAB. BOJONEGORO,l,81.44468972
41,22.0,KAB. BOJONEGORO,p_jumlah,6228.0
41,22.0,KAB. BOJONEGORO,p,79.32747421
41,22.0,KAB. BOJONEGORO,l_+_p_jumlah,12869
41,22.0,KAB. BOJONEGORO,l_+_p,80.40612309
41,22.0,KAB. BOJONEGORO,l_jumlah,6587.0
41,22.0,KAB. BOJONEGORO,l,80.78243807
41,22.0,KAB. BOJONEGORO,p_jumlah,6182.0
41,22.0,KAB. BOJONEGORO,p,78.74156158
41,22.0,KAB. BOJONEGORO,l_+_p_jumlah,12769
41,22.0,KAB. BOJONEGORO,l_+_p,79.78131834
41,22.0,KAB. BOJONEGORO,l_jumlah,6564.0
41,22.0,KAB. BOJONEGORO,l,80.68838353
41,22.0,KAB. BOJONEGORO,p_jumlah,6233.0
41,22.0,KAB. BOJONEGORO,p,77.00766
41,22.0,KAB. BOJONEGORO,l_+_p_jumlah,12797
41,22.0,KAB. BOJONEGORO,l_+_p,78.85267114
41,23.0,KAB. TUBAN,col_2,33
41,23.0,KAB. TUBAN,l,7769.0
41,23.0,KAB. TUBAN,p,7801.0
41,23.0,KAB. TUBAN,l+p,15570
41,23.0,KAB. TUBAN,l,7885.0
41,23.0,KAB. TUBAN,p,7473.0
41,23.0,KAB. TUBAN,l+p,15358
41,23.0,KAB. TUBAN,l_jumlah,6587.0
41,23.0,KAB. TUBAN,l,84.7856867
41,23.0,KAB. TUBAN,p_jumlah,6314.0
41,23.0,KAB. TUBAN,p,80.93834124
41,23.0,KAB. TUBAN,l_+_p_jumlah,12901
41,23.0,KAB. TUBAN,l_+_p,82.85806037
41,23.0,KAB. TUBAN,l_jumlah,6968.0
41,23.0,KAB. TUBAN,l,89.68979277
41,23.0,KAB. TUBAN,p_jumlah,6732.0
41,23.0,KAB. TUBAN,p,86.29662864
41,23.0,KAB. TUBAN,l_+_p_jumlah,13700
41,23.0,KAB. TUBAN,l_+_p,87.98972383
41,23.0,KAB. TUBAN,l_jumlah,7127.0
41,23.0,KAB. TUBAN,l,90.3868104
41,23.0,KAB. TUBAN,p_jumlah,7088.0
41,23.0,KAB. TUBAN,p,94.8481199
41,23.0,KAB. TUBAN,l_+_p_jumlah,14215
41,23.0,KAB. TUBAN,l_+_p,92.55762469
41,23.0,KAB. TUBAN,l_jumlah,7007.0
41,23.0,KAB. TUBAN,l,88.86493342
41,23.0,KAB. TUBAN,p_jumlah,6958.0
41,23.0,KAB. TUBAN,p,93.10852402
41,23.0,KAB. TUBAN,l_+_p_jumlah,13965
41,23.0,KAB. TUBAN,l_+_p,90.92980857
41,23.0,KAB. TUBAN,l_jumlah,7016.0
41,23.0,KAB. TUBAN,l,90.3076329
41,23.0,KAB. TUBAN,p_jumlah,6770.0
41,23.0,KAB. TUBAN,p,86.78374567
41,23.0,KAB. TUBAN,l_+_p_jumlah,13786
41,23.0,KAB. TUBAN,l_+_p,88.54206808
41,24.0,KAB. LAMONGAN,col_2,32
41,24.0,KAB. LAMONGAN,l,9189.0
41,24.0,KAB. LAMONGAN,p,9196.0
41,24.0,KAB. LAMONGAN,l+p,18385
41,24.0,KAB. LAMONGAN,l,9234.0
41,24.0,KAB. LAMONGAN,p,8908.0
41,24.0,KAB. LAMONGAN,l+p,18142
41,24.0,KAB. LAMONGAN,l_jumlah,6724.0
41,24.0,KAB. LAMONGAN,l,73.17444771
41,24.0,KAB. LAMONGAN,p_jumlah,6363.0
41,24.0,KAB. LAMONGAN,p,69.19312745
41,24.0,KAB. LAMONGAN,l_+_p_jumlah,13087
41,24.0,KAB. LAMONGAN,l_+_p,71.18302964
41,24.0,KAB. LAMONGAN,l_jumlah,6393.0
41,24.0,KAB. LAMONGAN,l,69.57231472
41,24.0,KAB. LAMONGAN,p_jumlah,6150.0
41,24.0,KAB. LAMONGAN,p,66.876903
41,24.0,KAB. LAMONGAN,l_+_p_jumlah,12543
41,24.0,KAB. LAMONGAN,l_+_p,68.22409573
41,24.0,KAB. LAMONGAN,l_jumlah,6525.0
41,24.0,KAB. LAMONGAN,l,70.66276803
41,24.0,KAB. LAMONGAN,p_jumlah,6002.0
41,24.0,KAB. LAMONGAN,p,67.37763808
41,24.0,KAB. LAMONGAN,l_+_p_jumlah,12527
41,24.0,KAB. LAMONGAN,l_+_p,69.04971888
41,24.0,KAB. LAMONGAN,l_jumlah,6354.0
41,24.0,KAB. LAMONGAN,l,68.81091618
41,24.0,KAB. LAMONGAN,p_jumlah,5813.0
41,24.0,KAB. LAMONGAN,p,65.25594971
41,24.0,KAB. LAMONGAN,l_+_p_jumlah,12167
41,24.0,KAB. LAMONGAN,l_+_p,67.06537317
41,24.0,KAB. LAMONGAN,l_jumlah,6394.0
41,24.0,KAB. LAMONGAN,l,69.5831973
41,24.0,KAB. LAMONGAN,p_jumlah,6222.0
41,24.0,KAB. LAMONGAN,p,67.65985211
41,24.0,KAB. LAMONGAN,l_+_p_jumlah,12616
41,24.0,KAB. LAMONGAN,l_+_p,68.62115855
41,25.0,KAB. GRESIK,col_2,32
41,25.0,KAB. GRESIK,l,9671.0
41,25.0,KAB. GRESIK,p,9547.0
41,25.0,KAB. GRESIK,l+p,19218
41,25.0,KAB. GRESIK,l,9646.0
41,25.0,KAB. GRESIK,p,9270.0
41,25.0,KAB. GRESIK,l+p,18916
41,25.0,KAB. GRESIK,l_jumlah,8101.0
41,25.0,KAB. GRESIK,l,83.76589805
41,25.0,KAB. GRESIK,p_jumlah,7964.0
41,25.0,KAB. GRESIK,p,83.41887504
41,25.0,KAB. GRESIK,l_+_p_jumlah,16065
41,25.0,KAB. GRESIK,l_+_p,83.59350609
41,25.0,KAB. GRESIK,l_jumlah,8176.0
41,25.0,KAB. GRESIK,l,84.54141247
41,25.0,KAB. GRESIK,p_jumlah,8133.0
41,25.0,KAB. GRESIK,p,85.18906463
41,25.0,KAB. GRESIK,l_+_p_jumlah,16309
41,25.0,KAB. GRESIK,l_+_p,84.86314913
41,25.0,KAB. GRESIK,l_jumlah,8616.0
41,25.0,KAB. GRESIK,l,89.32199876
41,25.0,KAB. GRESIK,p_jumlah,8420.0
41,25.0,KAB. GRESIK,p,90.83063646
41,25.0,KAB. GRESIK,l_+_p_jumlah,17036
41,25.0,KAB. GRESIK,l_+_p,90.06132375
41,25.0,KAB. GRESIK,l_jumlah,8448.0
41,25.0,KAB. GRESIK,l,87.58034418
41,25.0,KAB. GRESIK,p_jumlah,8291.0
41,25.0,KAB. GRESIK,p,89.4390507
41,25.0,KAB. GRESIK,l_+_p_jumlah,16739
41,25.0,KAB. GRESIK,l_+_p,88.49122436
41,25.0,KAB. GRESIK,l_jumlah,8124.0
41,25.0,KAB. GRESIK,l,84.00372247
41,25.0,KAB. GRESIK,p_jumlah,8065.0
41,25.0,KAB. GRESIK,p,84.47679899
41,25.0,KAB. GRESIK,l_+_p_jumlah,16189
41,25.0,KAB. GRESIK,l_+_p,84.23873452
41,26.0,KAB. BANGKALAN,col_2,22
41,26.0,KAB. BANGKALAN,l,9182.0
41,26.0,KAB. BANGKALAN,p,9396.0
41,26.0,KAB. BANGKALAN,l+p,18578
41,26.0,KAB. BANGKALAN,l,9300.0
41,26.0,KAB. BANGKALAN,p,8918.0
41,26.0,KAB. BANGKALAN,l+p,18218
41,26.0,KAB. BANGKALAN,l_jumlah,8260.0
41,26.0,KAB. BANGKALAN,l,89.95861468
41,26.0,KAB. BANGKALAN,p_jumlah,7854.0
41,26.0,KAB. BANGKALAN,p,83.58876117
41,26.0,KAB. BANGKALAN,l_+_p_jumlah,16114
41,26.0,KAB. BANGKALAN,l_+_p,86.73700075
41,26.0,KAB. BANGKALAN,l_jumlah,7865.0
41,26.0,KAB. BANGKALAN,l,85.65671967
41,26.0,KAB. BANGKALAN,p_jumlah,7523.0
41,26.0,KAB. BANGKALAN,p,80.06598553
41,26.0,KAB. BANGKALAN,l_+_p_jumlah,15388
41,26.0,KAB. BANGKALAN,l_+_p,82.82915276
41,26.0,KAB. BANGKALAN,l_jumlah,7756.0
41,26.0,KAB. BANGKALAN,l,83.39784946
41,26.0,KAB. BANGKALAN,p_jumlah,7275.0
41,26.0,KAB. BANGKALAN,p,81.57658668
41,26.0,KAB. BANGKALAN,l_+_p_jumlah,15031
41,26.0,KAB. BANGKALAN,l_+_p,82.50631244
41,26.0,KAB. BANGKALAN,l_jumlah,6978.0
41,26.0,KAB. BANGKALAN,l,75.03225806
41,26.0,KAB. BANGKALAN,p_jumlah,6484.0
41,26.0,KAB. BANGKALAN,p,72.70688495
41,26.0,KAB. BANGKALAN,l_+_p_jumlah,13462
41,26.0,KAB. BANGKALAN,l_+_p,73.89395104
41,26.0,KAB. BANGKALAN,l_jumlah,7863.0
41,26.0,KAB. BANGKALAN,l,85.63493792
41,26.0,KAB. BANGKALAN,p_jumlah,7458.0
41,26.0,KAB. BANGKALAN,p,79.37420179
41,26.0,KAB. BANGKALAN,l_+_p_jumlah,15321
41,26.0,KAB. BANGKALAN,l_+_p,82.46851114
41,27.0,KAB. SAMPANG,col_2,22
41,27.0,KAB. SAMPANG,l,9332.0
41,27.0,KAB. SAMPANG,p,9445.0
41,27.0,KAB. SAMPANG,l+p,18777
41,27.0,KAB. SAMPANG,l,9385.0
41,27.0,KAB. SAMPANG,p,9041.0
41,27.0,KAB. SAMPANG,l+p,18426
41,27.0,KAB. SAMPANG,l_jumlah,8254.0
41,27.0,KAB. SAMPANG,l,88.44834976
41,27.0,KAB. SAMPANG,p_jumlah,7652.0
41,27.0,KAB. SAMPANG,p,81.0164108
41,27.0,KAB. SAMPANG,l_+_p_jumlah,15906
